ID,Время создания,Время изменения,Ваш пол,Сколько вам лет?,"Укажите тип населённого пункта, в котором вы проживаете.",Источник ответов,Кого бы вы НЕ хотели видеть своим соседом? / Наркозависимого,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой расы,Кого бы вы НЕ хотели видеть своим соседом? / Гомосексуала,Кого бы вы НЕ хотели видеть своим соседом? / Иммигранта,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой религии,Кого бы вы НЕ хотели видеть своим соседом? / Не против любого из перечисленных,"Согласны ли вы с утверждением: В целом, из мужчин получаются более хорошие политические лидеры, чем из женщин?","Согласны ли вы с утверждением: Гомосексуальные пары такие же хорошие родители, как и другие пары?",Согласны ли вы с утверждением: Религия играет важную роль в моей жизни.,Могли бы вы посетить несанкционированный политический митинг?,Доверяете ли вы Правительству?,Доверяете ли вы полиции?,"Согласны ли вы с утверждением: Среди политических лидеров женщины более компетентны, чем мужчины",Одобряете ли вы деятельность Владимира Путина?,"По вашему мнению, как часто в вашей стране фальсифицируют выборы?","По вашему мнению, какой должна быть иммиграционная политика?",Доверяете ли вы движениям за женские права?,"Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Для мужчины оправдано ударить свою жену","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Гомосексуализм - это норма","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Проституция может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Аборт может быть оправдан","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Родители могут ударить своего ребёнка","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Секс до брака - это норма","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Религия НЕ играет важную роль в моей жизни","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Мужчины лучше справляются с ответственными должностями","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Самоубийство может быть оправдано","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Эвтаназия может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Случайные половые связи могут быть оправданы","За какую партию вы бы проголосовали, если бы выборы были бы завтра?",failed_sexism_check,failed_religion_check,invalid_age,invalid_sex,failed_control,Q18: Neighbors: Drug addicts,Q19: Neighbors: People of a different race,Q22: Neighbors: Homosexuals,Q21: Neighbors: Immigrants/foreign workers,Q23: Neighbors: People of a different religion,Q29: Men make better political leaders than women do,Q36: Homosexual couples are as good parents as other couples,Q212: Political action: Joining unofficial strikes,Q71: Confidence: The Government,Q69: Confidence: The Police,Q80: Confidence: The Women´s Movement,Q227: How often in country´s elections: Voters are bribed,Q130: Immigration policy preference,Q223: Which party would you vote for if there were a national election tomorrow,Q189: Justifiable: For a man to beat his wife,Q182: Justifiable: Homosexuality,Q183: Justifiable: Prostitution,Q184: Justifiable: Abortion,Q190: Justifiable: Parents beating children,Q186: Justifiable: Sex before marriage,Q187: Justifiable: Suicide,Q188: Justifiable: Euthanasia,Q193: Justifiable: Having casual sex,source,Q260: Sex,Q262: Age,source_age,source_sex,self_reported_age,self_reported_sex
1022059400.0,2021-12-16 13:17:11,2021-12-16 13:17:11,Мужской,до 29,средний город (50-100 тыс. жителей),male_29,Наркозависимого,,,,,,Полностью не согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Затрудняюсь ответить,Не одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,3.0,7.0,7.0,3.0,10.0,9.0,2.0,7.0,8.0,7.0,Гражданская платформа,True,False,False,False,True,1,2,2,2,2,4,3,2,3,3,2,2,3,0,1.0,3.0,7.0,7.0,3.0,10.0,7.0,8.0,7.0,ours,,,29,male,29,male
1022049586.0,2021-12-16 13:09:33,2021-12-16 13:09:33,Мужской,до 29,крупный город (свыше 500 тыс. жителей),male_29,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Полностью не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Скорее часто,Мы должны пускать всех желающих,Скорее доверяю,1.0,1.0,1.0,10.0,1.0,10.0,10.0,10.0,1.0,1.0,1.0,ЛДПР,False,False,False,False,False,1,2,1,2,2,2,5,3,4,3,2,2,1,0,1.0,1.0,1.0,10.0,1.0,10.0,1.0,1.0,1.0,ours,,,29,male,29,male
1022034954.0,2021-12-16 12:58:01,2021-12-16 12:58:01,Мужской,до 29,крупный город (свыше 500 тыс. жителей),male_29,,,,,,Не против любого из перечисленных,Затрудняюсь ответить,Скорее не согласен,Абсолютно согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Совсем не часто,Мы должны пускать всех желающих,Скорее доверяю,1.0,1.0,6.0,1.0,3.0,10.0,1.0,1.0,1.0,10.0,5.0,Единая Россия,False,False,False,False,False,2,2,2,2,2,-1,4,3,2,2,2,4,1,1,1.0,1.0,6.0,1.0,3.0,10.0,1.0,10.0,5.0,ours,,,29,male,29,male
1022004716.0,2021-12-16 12:34:37,2021-12-16 12:34:37,Мужской,до 29,крупный город (свыше 500 тыс. жителей),male_29,,Человека другой расы,,Иммигранта,Человека другой религии,,Скорее не согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Полностью не доверяю,Абсолютно не согласен,Одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,10.0,6.0,4.0,10.0,10.0,2.0,10.0,10.0,10.0,Партия пенсионеров,False,False,False,False,False,2,1,2,1,1,3,3,3,3,4,4,1,3,0,1.0,1.0,10.0,6.0,4.0,10.0,10.0,10.0,10.0,ours,,,29,male,29,male
1021996071.0,2021-12-16 12:27:41,2021-12-16 12:27:41,Мужской,30-49,малый город (до 50 тыс. жителей),male_29,Наркозависимого,Человека другой расы,Гомосексуала,Иммигранта,Человека другой религии,,Полностью согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Абсолютно не согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,8.0,1.0,6.0,7.0,3.0,9.0,8.0,9.0,8.0,8.0,9.0,Единая Россия,False,False,False,False,False,1,1,1,1,1,1,5,3,3,3,4,2,3,1,8.0,1.0,6.0,7.0,3.0,9.0,8.0,8.0,9.0,ours,,,30-49,male,30-49,male
1021995735.0,2021-12-16 12:27:24,2021-12-16 12:27:24,Женский,до 29,крупный город (свыше 500 тыс. жителей),male_29,Наркозависимого,,,,,,Скорее не согласен,Полностью согласен,Абсолютно не согласен,Уже посещал,Полностью не доверяю,Скорее не доверяю,Скорее согласен,Не одобряю,Скорее часто,Мы должны пускать всех желающих,Скорее не доверяю,5.0,10.0,4.0,10.0,4.0,10.0,10.0,5.0,3.0,9.0,8.0,Яблоко,False,False,False,True,False,1,2,2,2,2,3,1,1,4,3,3,2,1,0,5.0,10.0,4.0,10.0,4.0,10.0,3.0,9.0,8.0,ours,,,29,male,29,female
1021988984.0,2021-12-16 12:22:13,2021-12-16 12:22:13,Мужской,до 29,крупный город (свыше 500 тыс. жителей),male_29,Наркозависимого,,,,Человека другой религии,,Скорее согласен,Полностью не согласен,Скорее не согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Абсолютно не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,3.0,1.0,6.0,7.0,4.0,10.0,8.0,7.0,3.0,8.0,4.0,ЛДПР,False,False,False,False,False,1,2,2,2,1,2,5,2,4,4,3,1,3,0,3.0,1.0,6.0,7.0,4.0,10.0,3.0,8.0,4.0,ours,,,30-49,male,29,male
1021962709.0,2021-12-16 12:00:06,2021-12-16 12:00:06,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_29,Наркозависимого,,Гомосексуала,Иммигранта,,,Полностью согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Полностью не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,4.0,1.0,10.0,10.0,8.0,9.0,10.0,7.0,7.0,7.0,8.0,КПРФ,False,False,False,False,False,1,2,1,1,2,1,5,3,4,3,2,1,3,0,4.0,1.0,10.0,10.0,8.0,9.0,7.0,7.0,8.0,ours,,,30-49,male,30-49,male
1021957467.0,2021-12-16 11:55:43,2021-12-16 11:55:43,Мужской,до 29,средний город (50-100 тыс. жителей),male_29,Наркозависимого,,,,,,Скорее согласен,Полностью согласен,Абсолютно не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Затрудняюсь ответить,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,3.0,5.0,7.0,9.0,7.0,10.0,10.0,6.0,3.0,10.0,10.0,Единая Россия,False,False,False,False,False,1,2,2,2,2,2,1,-1,-1,3,2,-1,2,1,3.0,5.0,7.0,9.0,7.0,10.0,3.0,10.0,10.0,ours,,,29,male,29,male
1021948216.0,2021-12-16 11:48:22,2021-12-16 11:48:22,Мужской,до 29,средний город (50-100 тыс. жителей),male_29,Наркозависимого,,,,,,Скорее не согласен,Скорее согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,Затрудняюсь ответить,Скорее не доверяю,1.0,4.0,1.0,10.0,1.0,10.0,10.0,5.0,1.0,5.0,7.0,Партия пенсионеров,False,False,False,False,False,1,2,2,2,2,3,2,3,3,2,3,2,-1,0,1.0,4.0,1.0,10.0,1.0,10.0,1.0,5.0,7.0,ours,,,29,male,29,male
1021932957.0,2021-12-16 11:36:10,2021-12-16 11:36:10,Мужской,до 29,малый город (до 50 тыс. жителей),male_29,Наркозависимого,,Гомосексуала,,,,Полностью не согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее доверяю,Абсолютно не согласен,Не одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,6.0,10.0,5.0,8.0,10.0,1.0,1.0,10.0,1.0,КПРФ,True,False,False,False,True,1,2,1,2,2,4,5,3,3,2,-1,2,3,0,1.0,1.0,6.0,10.0,5.0,8.0,1.0,10.0,1.0,ours,,,29,male,29,male
1020806582.0,2021-12-15 14:00:32,2021-12-15 14:00:32,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_29,Наркозависимого,,Гомосексуала,Иммигранта,,,Скорее согласен,"Ни согласен, ни несогласен",Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,2.0,1.0,2.0,8.0,8.0,6.0,1.0,1.0,4.0,ЛДПР,False,False,False,False,False,1,2,1,1,2,2,3,3,3,3,3,2,3,0,1.0,1.0,2.0,1.0,2.0,8.0,1.0,1.0,4.0,ours,,,30-49,male,30-49,male
1020805928.0,2021-12-15 14:00:06,2021-12-15 14:00:06,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_29,,,,,,Не против любого из перечисленных,Скорее согласен,Полностью согласен,Скорее не согласен,Затрудняюсь ответить,Скорее не доверяю,Затрудняюсь ответить,Скорее не согласен,Затрудняюсь ответить,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,10.0,10.0,10.0,2.0,10.0,6.0,8.0,10.0,10.0,10.0,ЛДПР,False,False,False,False,False,2,2,2,2,2,2,1,-1,3,-1,3,1,3,0,1.0,10.0,10.0,10.0,2.0,10.0,10.0,10.0,10.0,ours,,,30-49,male,30-49,male
1020805915.0,2021-12-15 14:00:06,2021-12-15 14:00:06,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_29,Наркозависимого,Человека другой расы,,Иммигранта,,,Скорее согласен,Затрудняюсь ответить,Абсолютно не согласен,Никогда бы не посетил,Полностью не доверяю,Полностью не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,5.0,5.0,5.0,1.0,9.0,9.0,5.0,5.0,6.0,5.0,Гражданская платформа,True,False,False,False,True,1,1,2,1,2,2,-1,3,4,4,-1,-1,3,0,1.0,5.0,5.0,5.0,1.0,9.0,5.0,6.0,5.0,ours,,,30-49,male,30-49,male
1020804685.0,2021-12-15 13:59:20,2021-12-15 13:59:20,Мужской,до 29,средний город (50-100 тыс. жителей),male_29,Наркозависимого,,,,,,Скорее согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"Пускать всех желающих до тех пор, пока есть рабочие места",Затрудняюсь ответить,1.0,1.0,3.0,5.0,3.0,7.0,10.0,5.0,3.0,7.0,5.0,Коммунистическая партия Коммунисты России,True,False,False,False,True,1,2,2,2,2,2,3,3,3,3,-1,-1,2,0,1.0,1.0,3.0,5.0,3.0,7.0,3.0,7.0,5.0,ours,,,29,male,29,male
1020804020.0,2021-12-15 13:58:55,2021-12-15 13:58:55,Мужской,до 29,крупный город (свыше 500 тыс. жителей),male_29,Наркозависимого,,,,,,Полностью согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,5.0,5.0,10.0,1.0,10.0,10.0,7.0,3.0,10.0,10.0,Единая Россия,False,False,False,False,False,1,2,2,2,2,1,5,3,2,2,4,4,3,1,1.0,5.0,5.0,10.0,1.0,10.0,3.0,10.0,10.0,ours,,,29,male,29,male
1020803390.0,2021-12-15 13:58:33,2021-12-15 13:58:33,Мужской,до 29,крупный город (свыше 500 тыс. жителей),male_29,Наркозависимого,,,,,,Скорее согласен,Затрудняюсь ответить,Скорее согласен,Мог бы посетить,Скорее не доверяю,Полностью не доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,2.0,6.0,8.0,6.0,3.0,8.0,6.0,6.0,4.0,8.0,9.0,Партия пенсионеров,False,False,False,False,False,1,2,2,2,2,2,-1,2,3,4,4,-1,3,0,2.0,6.0,8.0,6.0,3.0,8.0,4.0,8.0,9.0,ours,,,30-49,male,29,male
1020803002.0,2021-12-15 13:58:18,2021-12-15 13:58:18,Мужской,до 29,средний город (50-100 тыс. жителей),male_29,Наркозависимого,,,,,,Скорее не согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Никогда бы не посетил,Полностью не доверяю,Скорее доверяю,Затрудняюсь ответить,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,2.0,5.0,1.0,7.0,4.0,5.0,10.0,6.0,1.0,3.0,1.0,КПРФ,True,False,False,False,True,1,2,2,2,2,3,3,3,4,2,1,1,3,0,2.0,5.0,1.0,7.0,4.0,5.0,1.0,3.0,1.0,ours,,,29,male,29,male
